#{"t_start": 1775959733.6788962, "env_id": "None"}
r,l,t
-10720.655745,112,132.118544
-8081.678606,95,132.137985
-9040.331021,95,132.156988
-10103.567791,105,132.179411
-9551.960076,107,132.200441
-9445.166061,102,132.220158
-7273.86494,86,132.237007
-7236.726783,95,132.256019
-10625.382047,116,132.279801
-7356.350907,85,132.296406
-9009.975154,94,132.314456
-8008.818395,90,132.331946
-8210.759512,103,132.351444
-7829.825106,95,132.36931
-8988.385542,96,132.389189
-7311.43001,93,132.407393
-6757.159004,96,132.425714
-8338.499069,103,132.445815
-7955.060532,93,132.463652
-7530.551724,96,132.482939
-7242.116605,98,132.502075
-7036.890328,82,132.517857
-7371.187298,92,132.535466
-8725.699748,94,132.553421
-10362.348267,106,132.573558
-8375.808163,102,132.594051
-9120.998598,104,132.613918
-7646.621091,102,132.633357
-9931.624497,98,132.652684
-7786.91183,91,132.67047
-7682.085787,98,132.690307
-8747.845923,95,132.710833
-9808.378485,106,132.73122
-7586.054352,89,132.747978
-7667.172457,86,132.76425
-10780.009531,102,132.783645
-10835.628956,111,132.806739
-7307.589657,93,132.824598
-6170.464288,84,132.841076
-7368.30925,94,132.858838
-6813.335432,83,132.874295
-7765.65244,95,132.891905
-7093.845451,86,133.342936
-6515.476715,87,133.359974
-7008.357909,86,133.376119
-7766.870695,88,133.392991
-8513.603366,98,133.411521
-7348.661768,93,133.429867
-9145.400489,103,133.450147
-10326.980373,104,133.470162
-6740.886389,83,133.485965
-8561.979556,100,133.50517
-6633.462377,84,133.521115
-8898.506189,94,133.539973
-5622.378133,74,133.554545
-6928.317105,91,133.572011
-11351.417596,109,133.592757
-7927.975071,88,133.609715
-8681.960081,101,133.629176
-9593.785368,95,133.648256
-10516.003384,99,133.667245
-8726.836971,106,133.688015
-7367.658242,96,133.708153
-8277.65324,102,133.731481
-8732.59305,102,133.755556
-9140.094867,103,133.778065
-9393.460523,99,133.800883
-8938.14291,96,133.820869
-8650.430986,99,133.841172
-9134.184698,105,133.862654
-8609.139135,102,133.882727
-10701.117514,109,133.903845
-6497.013008,88,133.920754
-8647.179489,102,133.939945
-8874.248278,101,133.960247
-10147.479094,104,133.980174
-7769.800113,90,133.998752
-7014.837516,83,134.040199
-8294.060895,96,134.061238
-8240.565796,80,134.078177
-8225.004105,102,134.099051
-10207.377926,103,134.119655
-8471.39016,90,134.136891
-9512.389905,113,134.158474
-6964.96991,91,134.176883
-7594.004088,92,134.676726
-8443.449152,96,134.696887
-8430.672249,96,134.715405
-8319.143036,95,134.734251
-8483.0163,92,134.752106
-8435.820584,92,134.770432
-8269.716473,97,134.789043
-7826.601007,95,134.809371
-7122.787752,82,134.825619
-7624.842623,92,134.843232
-7057.876436,84,134.859058
-7499.500612,92,134.87656
-9599.261454,106,134.898073
-8222.419977,96,134.917283
-7533.720585,84,134.934419
-8417.281886,86,134.952533
-8796.366858,94,134.972496
-8788.210867,101,134.992732
-9573.559485,98,135.01298
-10946.913405,109,135.033902
-8301.03969,90,135.075641
-7767.997131,94,135.099185
-9636.169077,99,135.120033
-7502.281289,91,135.137779
-10215.622857,101,135.157022
-8123.99333,92,135.174937
-9853.015653,103,135.19482
-7370.387244,97,135.214213
-8558.331718,99,135.233772
-9399.034306,102,135.254465
-8329.94578,88,135.271911
-8088.820915,100,135.291598
-9715.481724,108,135.312598
-7280.745767,80,135.329346
-8222.109029,85,135.34579
-10387.316053,104,135.365969
-9687.616963,101,135.385411
-9579.981724,104,135.4051
-6796.976301,85,135.421368
-9642.4992,105,135.442532
-8228.011267,100,135.462119
-8100.664857,100,135.481269
-7436.700265,91,135.498585
-9133.727522,107,135.988152
-9537.549299,99,136.008664
-10050.739106,105,136.029645
-7356.919579,95,136.047874
-9438.055766,104,136.069347
-8341.503185,97,136.088092
-8778.026873,92,136.10603
-11563.366631,112,136.127575
-9936.642848,87,136.144352
-7657.455595,94,136.16341
-7408.56699,86,136.180208
-5983.665028,79,136.19524
-9378.28405,110,136.216417
-9627.895704,99,136.235199
-7693.921798,98,136.255706
-8055.095759,91,136.27414
-7367.103821,87,136.291045
-7581.571496,92,136.308834
-9971.895369,99,136.328302
-8128.554415,97,136.347504
-8325.815265,90,136.364651
-7253.710589,88,136.383494
-9213.575133,104,136.403866
-9559.056399,106,136.424584
-8590.554733,96,136.443872
-10202.833804,107,136.464804
-9304.961536,108,136.487561
-8614.782778,96,136.50751
-9106.736827,102,136.526998
-6685.90145,82,136.543442
-8139.859239,100,136.56254
-8706.054113,103,136.583505
-5800.789737,70,136.598233
-9332.153732,99,136.617931
-9470.981298,102,136.638024
-9733.677404,109,136.659885
-11262.578032,118,136.684197
-7132.461716,92,136.703118
-7361.619364,87,136.720665
-9323.449441,105,136.742042
-8471.736972,99,136.76171
-9160.015783,99,136.781229
-6029.73444,86,137.265161
-9780.901195,104,137.285536
-6964.82269,87,137.302429
-7750.240895,88,137.320626
-9395.950308,107,137.341393
-9284.004364,103,137.361064
-7667.374792,95,137.378965
-8163.067915,99,137.397435
-6559.082753,82,137.412784
-9680.367225,112,137.435172
-8026.888368,85,137.451312
-8061.617383,100,137.47037
-8458.603231,101,137.489724
-9321.175395,106,137.509748
-7065.630951,88,137.527115
-9391.376115,92,137.545146
-8598.150381,98,137.563625
-8782.380848,93,137.581028
-7406.893214,75,137.595016
-7932.244899,96,137.614613
-9092.24943,98,137.635289
-7983.222091,89,137.653564
-8680.297355,86,137.671196
-6984.560252,93,137.689947
-10191.097782,106,137.710655
-9775.402415,102,137.730559
-9278.413955,102,137.752285
-8397.159077,97,137.771121
-8040.741085,88,137.787967
-10167.797623,109,137.809379
-8832.702818,96,137.828426
-7732.066609,96,137.850036
-7384.29971,97,137.86967
-6393.014674,84,137.88655
-8667.237394,100,137.905413
-7710.790789,92,137.923276
-7366.005215,90,137.940639
-7907.69199,93,137.959653
-8045.884022,90,137.977209
-7811.410556,100,137.996985
-9846.712215,108,138.017792
-11975.83709,108,138.038515
-8430.76284,96,138.057971
-10266.837358,98,138.508585
-8909.04203,105,138.528882
-8374.14129,90,138.546071
-5249.824637,72,138.559681
-8966.623978,98,138.578733
-7882.768616,94,138.598007
-7293.167804,89,138.614856
-8044.901247,91,138.632208
-8502.461148,97,138.651169
-8436.138463,91,138.668671
-8097.935697,102,138.689353
-8397.63199,95,138.708645
-8864.880898,94,138.726956
-7094.032789,86,138.743452
-8950.814076,106,138.76379
-9738.118432,97,138.782316
-9347.441726,102,138.803866
-11291.981197,112,138.825601
-8105.620479,94,138.844146
-10291.883358,103,138.864082
-11472.662696,116,138.885915
-7492.075425,88,138.903418
-8300.532736,83,138.919974
-9055.702609,100,138.938938
-8109.211555,94,138.956793
-9028.260277,97,138.975492
-9281.414715,101,138.995405
-9841.254219,109,139.018257
-9069.683156,105,139.038505
-7353.328139,95,139.057315
-8618.1758,94,139.075647
-7455.357023,84,139.091956
-6564.204951,76,139.106659
-7691.96679,95,139.126285
-10094.746302,110,139.147714
-6806.014755,88,139.164813
-11154.798701,118,139.187073
-10471.170578,112,139.208581
-8228.39818,107,139.230137
-7898.530618,102,139.25747
-10153.991905,110,139.280204
-9059.526627,109,139.301221
-9532.786341,107,139.780095
-6676.439063,88,139.797742
-9129.524423,107,139.818454
-6869.846174,81,139.834038
-7915.237848,91,139.85269
-6604.954623,76,139.867908
-9856.161807,101,139.887479
-7892.300067,87,139.904435
-10765.122076,108,139.92526
-8037.426955,99,139.94417
-9384.112373,99,139.964516
-8375.142284,93,139.982421
-9041.227772,108,140.00297
-8349.270229,96,140.021094
-9165.008862,83,140.036854
-8734.881368,94,140.05486
-8398.817238,97,140.075334
-7004.611781,86,140.092094
-10781.79255,111,140.113338
-7908.736176,94,140.131374
-7935.744439,86,140.147548
-9050.955351,96,140.166364
-8841.653388,98,140.185537
-7853.90153,96,140.203657
-8491.651277,90,140.220547
-5534.744691,67,140.233129
-9168.888241,100,140.252717
-10725.479694,114,140.275689
-8382.908196,90,140.293437
-7348.885269,94,140.311508
-9592.43814,100,140.330753
-7791.943698,85,140.347032
-8385.935805,100,140.3662
-11031.848289,107,140.387563
-8094.971967,94,140.405511
-8571.750083,100,140.42417
-8530.655928,94,140.441893
-10423.761864,109,140.462647
-9204.603179,93,140.480278
-7167.204784,92,140.499196
-7839.084608,91,140.516811
-8467.380542,98,140.535898
-9069.428241,92,140.553996
-8305.60926,99,140.992684
-9894.199344,100,141.012894
-6298.452821,78,141.028347
-9388.539702,92,141.046198
-8535.858184,98,141.064948
-7498.076692,94,141.082808
-8884.527298,96,141.100992
-9271.428967,101,141.121551
-7773.470232,93,141.139481
-7829.483827,86,141.155762
-6865.184434,89,141.172504
-9536.544924,98,141.19118
-9458.16049,101,141.210265
-6855.338453,83,141.226906
-10762.034643,109,141.24832
-11522.880892,116,141.270467
-9297.519709,98,141.289804
-10800.44169,113,141.311183
-7690.793547,81,141.327553
-8284.541902,97,141.346603
-7503.061308,98,141.365081
-9406.782392,96,141.383281
-10304.487395,103,141.403031
-5704.68057,71,141.416676
-7775.938066,93,141.435033
-9694.710805,99,141.454052
-10827.166013,112,141.475258
-7143.855734,88,141.491937
-7230.578637,96,141.510128
-7497.960603,83,141.52606
-10428.444226,107,141.547506
-7447.896202,84,141.563507
-10212.894365,102,141.582564
-8534.532647,97,141.600735
-7733.890773,90,141.61797
-9108.15953,95,141.636568
-9463.051356,100,141.660467
-7670.869315,94,141.683942
-8953.653112,101,141.703965
-7130.179833,95,141.722366
-7395.401516,92,141.742176
-10847.061579,107,141.767949
-7485.201279,88,142.21435
-8342.407041,94,142.232514
-7995.784593,90,142.250382
-7454.981003,92,142.268102
-9428.86421,110,142.290365
-7145.110863,89,142.307591
-7607.521609,84,142.32366
-8413.642176,95,142.342225
-9656.046163,95,142.360384
-7630.410827,88,142.376905
-7924.123043,96,142.396439
-8323.788122,92,142.414075
-8990.022376,100,142.433205
-7561.102717,85,142.449531
-9641.111857,107,142.470048
-7687.714443,92,142.488361
-7876.294251,90,142.505922
-7912.319879,99,142.52473
-9516.259423,108,142.545089
-7509.833833,88,142.561877
-7831.363843,91,142.579296
-8227.769464,92,142.597396
-9200.563572,110,142.618779
-8385.784585,101,142.638077
-8623.906227,97,142.656648
-7047.005527,90,142.673492
-8459.20816,98,142.69202
-9481.751389,111,142.714235
-7928.185254,89,142.730976
-9451.804321,104,142.750856
-10111.928525,112,142.772922
-6880.244191,83,142.789049
-8876.556703,103,142.810821
-9057.081863,101,142.830707
-7811.454199,88,142.847758
-8368.639492,98,142.866652
-8681.922361,99,142.885266
-9020.288984,100,142.903876
-10192.005268,102,142.924313
-6039.211625,73,142.938506
-9942.206285,110,142.959571
-7543.381781,82,142.975162
-8316.545069,96,142.99314
-7147.870338,92,143.437388
-8681.197692,90,143.456144
-6589.966389,77,143.471197
-11526.585286,100,143.489853
-6203.315199,86,143.506252
-11210.499249,114,143.527946
-7558.381787,87,143.544163
-7518.433793,90,143.562348
-7250.609455,91,143.579849
-10998.477245,108,143.600376
-8588.173967,100,143.61975
-9748.944852,101,143.639255
-9132.055743,88,143.656824
-8122.224406,92,143.674673
-7854.581626,96,143.693847
-9209.110034,110,143.715922
-8534.240763,101,143.735418
-8359.54153,94,143.753295
-6697.728596,83,143.77072
-10041.925443,104,143.790632
-7835.549551,95,143.809043
-10053.684031,104,143.829078
-7461.16389,94,143.84733
-9174.819925,96,143.866823
-9142.549824,102,143.887003
-8378.749442,91,143.904678
-8436.344746,104,143.924886
-8453.585958,101,143.944595
-7295.438983,80,143.959973
-10798.212383,106,143.9816
-7099.717316,87,143.998157
-9471.114145,112,144.019476
-8291.343777,90,144.036714
-7840.615533,91,144.054145
-9572.27561,105,144.074497
-9776.432037,100,144.095026
-10869.459766,112,144.116559
-7128.987711,82,144.132279
-9464.254309,106,144.152391
-9290.800284,104,144.172183
-5518.746364,73,144.187286
-8304.198353,97,144.206169
-11106.834893,115,144.228087
-9380.965457,95,144.682631
-10760.090018,107,144.703625
-7688.471191,93,144.722717
-8873.787418,100,144.742329
-9538.170126,99,144.761258
-9264.228125,83,144.776971
-8000.386082,88,144.793717
-9202.113038,99,144.814119
-6828.71462,79,144.830087
-8190.346266,96,144.848188
-9821.700635,103,144.867726
-10240.286365,95,144.885928
-6825.311549,77,144.900557
-8956.445307,103,144.92093
-8079.871052,91,144.938849
-10809.678489,108,144.959475
-7576.181893,91,144.977019
-7946.433222,88,144.994144
-8598.721638,100,145.01342
-8592.518507,97,145.03337
-8469.488687,90,145.050764
-6887.66278,81,145.066656
-9523.927705,110,145.088197
-8462.469456,96,145.106627
-7085.583814,96,145.125211
-9216.122064,100,145.145064
-8208.901425,88,145.162003
-8448.76134,95,145.18003
-8192.551466,95,145.198392
-7717.057944,90,145.215674
-10706.266325,112,145.237775
-8764.673562,98,145.257347
-9342.209108,107,145.277955
-9852.359917,104,145.298224
-7674.746724,87,145.314621
-9732.202291,96,145.332615
-7036.92827,71,145.346997
-7570.504827,99,145.366574
-9627.003537,106,145.387029
-8342.049187,99,145.406086
-9305.172812,103,145.425814
-7447.902639,88,145.442661
-6819.35961,81,145.459085
-8398.857494,96,145.905453
-7853.007265,86,145.921956
-7797.34249,95,145.939996
-7600.475266,88,145.956738
-9887.246835,100,145.976467
-8973.277863,106,145.99745
-7854.887076,94,146.015044
-9915.443364,115,146.036576
-7628.572891,88,146.053431
-8584.928575,94,146.071204
-8304.322676,94,146.090622
-10482.705014,110,146.112075
-8230.634477,93,146.13036
-8793.106598,98,146.149541
-9554.094822,100,146.168824
-7878.823692,97,146.188465
-10598.107793,112,146.209866
-7285.293909,87,146.226517
-8522.33228,99,146.245853
-7493.476307,99,146.265008
-7120.204461,88,146.281744
-10169.559198,112,146.304275
-10352.594348,105,146.324329
-8826.009358,104,146.344002
-7901.854375,92,146.361318
-10008.305758,92,146.378547
-9993.667718,95,146.397291
-8009.633562,92,146.415124
-9309.902869,103,146.434922
-8834.583882,101,146.454174
-8565.632613,103,146.473735
-10260.258086,111,146.49474
-10800.417913,105,146.516001
-8489.650645,98,146.534671
-6910.761252,83,146.550443
-7872.345802,88,146.567077
-9892.282025,104,146.586592
-9296.45266,101,146.60658
-6685.093539,84,146.622801
-8134.377547,95,146.640772
-8643.48924,103,146.660151
-8167.639699,94,146.677811
-7507.466706,88,147.139136
-8447.914768,106,147.159868
-9840.254442,111,147.18093
-6548.880966,86,147.197138
-10299.814268,110,147.217635
-10192.120348,101,147.237787
-10534.092819,105,147.261235
-9027.225148,87,147.279726
-8432.120671,94,147.2996
-10535.039447,102,147.325616
-7035.400143,94,147.345339
-9382.169407,107,147.366641
-8720.937195,91,147.384385
-6911.763167,82,147.400402
-9413.102637,100,147.419735
-9912.175312,97,147.438422
-8589.927097,101,147.459068
-10961.673986,114,147.480775
-7512.111965,86,147.497049
-9026.94616,100,147.516336
-8139.499621,94,147.534374
-8160.940798,100,147.554591
-6693.139127,92,147.588605
-5835.66873,72,147.602218
-7457.748063,93,147.619896
-8405.982521,92,147.637364
-8197.290935,93,147.654946
-8645.71258,92,147.67345
-9180.869322,96,147.691643
-7702.902065,92,147.709047
-10612.888739,112,147.730202
-8549.770032,94,147.748129
-8492.421246,100,147.768127
-8030.263719,98,147.787598
-8448.824079,84,147.80513
-8233.643458,94,147.82326
-8313.321542,108,147.844369
-9008.808754,101,147.863317
-7825.701909,99,147.883394
-8305.984821,94,147.90099
-8760.727808,95,147.918964
-8454.649975,96,147.937327
-8663.611948,96,148.374633
-7012.905895,95,148.393972
-10877.624788,111,148.415923
-8347.266488,98,148.435185
-8098.640647,98,148.454005
-7802.107125,93,148.471934
-8806.576584,106,148.491991
-9179.208215,104,148.513146
-7256.098472,88,148.53
-8768.617019,109,148.550324
-7371.466637,92,148.567536
-7528.715345,90,148.584309
-9429.653263,108,148.605331
-8618.877605,98,148.624508
-8748.688125,94,148.642577
-7602.255339,97,148.661265
-7459.93871,92,148.678808
-9348.972158,101,148.698391
-10097.938129,109,148.720543
-9133.153031,93,148.738751
-8656.979151,98,148.757324
-11440.565628,111,148.778408
-6257.023427,86,148.794564
-7596.25927,90,148.812836
-7172.27176,98,148.83258
-8610.312488,91,148.849836
-8596.49583,100,148.868608
-7556.654371,92,148.885787
-10941.144353,115,148.907383
-9474.304814,104,148.928421
-8648.472686,106,148.948815
-8114.514006,106,148.968733
-9594.07154,94,148.986436
-6998.945953,88,149.002981
-8324.754503,93,149.02062
-8504.498699,100,149.0405
-9037.694562,95,149.058882
-8014.85187,90,149.076201
-5999.544707,78,149.091535
-8446.828456,102,149.111427
-6823.50944,94,149.130238
-8855.609722,92,149.148427
-7361.467702,87,149.601127
-6606.037383,86,149.618081
-9368.393366,97,149.636889
-8756.87326,104,149.658002
-8189.444255,100,149.677194
-8400.990098,89,149.694634
-6266.56816,80,149.710095
-8285.723733,98,149.728913
-10311.160233,96,149.747296
-9433.373048,106,149.768509
-8056.019002,97,149.787293
-7846.754981,93,149.805588
-6666.536253,87,149.822529
-6655.507655,82,149.838565
-8556.400444,92,149.856178
-9155.273733,98,149.878371
-8271.276642,97,149.942033
-9129.720772,104,149.989334
-9265.186476,104,150.068729
-9032.044803,99,150.163078
-7486.657734,91,150.213476
-7556.852509,92,150.268636
-6902.960763,90,150.320937
-8436.929377,94,150.363477
-8588.577681,97,150.40034
-7563.915954,83,150.417634
-10226.780561,108,150.438386
-6966.816418,86,150.454975
-7026.756148,87,150.471622
-6488.63837,82,150.487672
-7703.188925,92,150.50532
-6492.087079,82,150.522017
-6021.563049,73,150.536038
-8215.470184,89,150.552837
-7624.618516,89,150.569766
-7833.563492,95,150.587657
-9509.809278,99,150.606192
-8376.693521,95,150.625376
-6716.297665,81,150.64107
-8199.03748,90,150.658544
-10005.393814,99,150.677992
-6190.228576,76,150.692575
-7602.635876,95,150.710496
-8768.539624,106,150.731931
-7382.041229,89,151.168251
-7670.033831,92,151.186163
-8206.350633,94,151.203723
-7412.24793,95,151.221917
-7796.625703,96,151.239858
-6624.349363,87,151.258083
-7177.616486,92,151.276141
-9837.148396,104,151.295705
-9031.423949,95,151.313577
-7472.435897,92,151.330737
-8037.137343,86,151.347893
-7291.667689,96,151.367644
-9320.043647,112,151.389333
-9832.035177,108,151.409865
-9503.662369,105,151.429604
-9230.386269,101,151.448535
-6394.175759,86,151.465585
-9785.924755,96,151.484109
-7491.056989,94,151.501741
-11140.315924,117,151.523643
-8427.583373,94,151.541294
-10765.554769,106,151.561031
-8355.550959,92,151.579898
-6411.022058,86,151.596105
-8434.926506,102,151.615125
-6688.978713,76,151.629552
-7238.745202,97,151.648236
-10511.242386,106,151.668586
-7128.019868,88,151.686541
-8230.244994,92,151.704349
-8955.628126,90,151.721557
-8809.291331,101,151.740965
-8114.626773,87,151.757613
-7859.436822,97,151.776491
-8885.400433,95,151.796028
-7767.578031,90,151.814195
-8371.699186,93,151.832093
-8587.277979,91,151.849414
-7116.761073,87,151.866103
-9284.855882,106,151.886746
-7288.0271,84,151.903444
-7987.04605,93,151.921153
-8042.542325,94,151.939217
-6660.705083,87,151.955973
-8776.756477,93,152.401309
-8529.394061,101,152.421973
-7283.50239,88,152.439209
-9592.267712,102,152.458526
-8080.763155,98,152.476966
-11274.00936,110,152.497875
-6612.322334,88,152.514471
-9685.81752,113,152.53699
-8521.275549,90,152.554022
-6653.648119,80,152.56939
-8179.833543,90,152.586624
-11597.269276,113,152.608371
-8166.719477,100,152.628103
-10449.45778,108,152.648777
-7478.591938,94,152.666904
-7739.064611,89,152.683914
-8989.253276,101,152.703244
-7298.859165,94,152.720943
-10751.576235,109,152.742461
-9683.981699,100,152.761487
-6595.537756,90,152.778482
-7046.805498,85,152.794614
-7746.812125,92,152.812155
-8772.176672,100,152.830995
-8551.754471,101,152.851671
-9744.042629,90,152.869045
-8274.347579,101,152.888358
-7526.495585,87,152.905312
-7106.455692,90,152.923265
-8235.51186,96,152.942992
-8882.114571,98,152.96304
-8500.746016,100,152.982775
-7262.365848,91,153.000289
-7969.050366,91,153.017786
-9342.25036,117,153.039714
-6805.761639,86,153.057249
-8791.940597,104,153.077935
-8210.946161,98,153.09696
-7886.291561,95,153.115119
-6117.433312,84,153.131015
-8904.633405,105,153.150919
-6304.355707,81,153.167475
-10532.248991,113,153.609996
-7085.956283,77,153.624873
-8373.096519,100,153.643931
-7804.354706,91,153.667425
-8134.679797,90,153.686048
-9012.149398,104,153.708054
-8977.711299,108,153.72962
-9447.498518,94,153.748278
-9470.07262,107,153.768506
-8435.429002,89,153.786585
-7959.795955,95,153.807111
-8245.717336,97,153.825907
-8986.369761,104,153.84701
-7891.448508,96,153.865597
-7923.771138,96,153.883917
-8702.303625,104,153.904907
-7909.609768,86,153.921165
-8040.780713,94,153.938945
-9130.108922,103,153.958263
-9464.615696,115,153.980416
-7893.533372,85,153.998009
-6958.61335,88,154.015854
-8212.26408,91,154.033551
-9848.467673,103,154.05414
-5938.198312,84,154.070411
-9844.903753,116,154.092475
-7023.737136,88,154.110891
-8604.484934,94,154.128796
-7682.995515,106,154.149068
-8269.489773,96,154.167394
-7505.92835,89,154.184185
-9299.056835,106,154.20491
-8762.857563,95,154.223496
-9137.846562,99,154.242228
-8665.945648,104,154.262211
-7032.384559,91,154.27942
-7247.768445,80,154.294427
-7362.498648,93,154.312843
-7848.408238,90,154.329975
-9619.745455,96,154.34804
-7069.674291,90,154.364972
-9623.288501,94,154.382735
-7275.187437,89,154.399566
-7532.861273,93,154.834136
-6249.29606,71,154.849063
-7027.617109,80,154.864603
-10282.805221,100,154.883521
-6842.767276,88,154.900235
-7690.175737,92,154.917612
-10396.063825,108,154.937847
-9480.350245,102,154.958383
-9248.270059,97,154.976895
-8810.595065,96,154.995606
-12071.326437,115,155.017697
-10745.878516,107,155.038029
-6584.626115,89,155.055669
-9063.6754,96,155.07467
-7859.141138,94,155.092826
-9866.732615,112,155.114871
-7640.905283,94,155.133129
-7034.682261,89,155.150194
-7728.488047,92,155.169051
-9185.575415,88,155.185686
-8254.922914,87,155.202103
-7809.910464,96,155.220152
-7374.951667,95,155.237878
-9290.036483,94,155.255897
-7867.494039,98,155.275719
-8918.036255,106,155.296162
-8597.072136,98,155.314821
-10023.454072,98,155.333454
-7288.990557,92,155.350955
-8126.785458,92,155.368123
-8326.430458,94,155.387167
-9552.312259,96,155.405552
-6750.109869,84,155.421561
-7644.747337,94,155.439418
-9361.87465,106,155.459557
-7148.741396,90,155.477448
-8445.629614,99,155.496727
-6513.343696,86,155.512762
-8954.67836,99,155.531192
-7798.225489,88,155.547536
-8200.121148,88,155.563941
-9793.689428,100,155.583394
-8771.368693,105,155.603734
-7377.009703,94,156.039823
-8152.089374,94,156.058172
-7694.744774,93,156.076425
-7491.948522,90,156.093886
-7229.03171,92,156.112469
-8199.132317,95,156.13109
-7664.105597,92,156.148753
-8864.966188,99,156.167758
-8190.349328,90,156.184845
-6846.809252,84,156.20073
-8096.48415,102,156.221423
-8623.231465,102,156.241472
-8223.808139,92,156.259408
-6233.88882,89,156.276831
-7677.333261,97,156.296079
-7969.499394,91,156.313907
-8124.066444,93,156.333575
-7766.555198,88,156.351219
-9858.409133,108,156.37218
-7873.62881,91,156.390103
-9224.873805,110,156.4121
-6788.564277,79,156.429274
-6853.047969,87,156.446569
-8940.517279,91,156.464599
-8286.260164,95,156.483594
-8433.310729,98,156.502759
-7892.603239,100,156.522767
-8341.151744,93,156.542655
-9298.871906,106,156.563905
-8942.067858,105,156.584375
-10169.143902,102,156.604287
-6928.64421,85,156.620884
-7526.87899,94,156.640589
-8302.266996,100,156.660447
-9455.762708,100,156.680712
-8704.162851,103,156.701395
-8833.598505,99,156.72151
-8591.398709,88,156.73982
-10463.408543,111,156.762296
-11016.873329,111,156.784288
-11082.715886,113,156.807272
-8221.052935,98,156.826841
-7785.754777,92,157.291876
-9282.20655,96,157.310663
-7018.522454,89,157.327874
-9303.570455,108,157.348619
-7613.124967,94,157.366899
-8083.158562,88,157.385847
-7717.103442,90,157.403709
-9189.98114,108,157.424727
-8630.420518,100,157.444102
-9546.085417,104,157.464158
-8958.941592,100,157.484386
-7985.528562,92,157.502324
-11283.369841,109,157.523226
-8725.879638,102,157.542691
-7315.065815,101,157.561854
-8652.635167,105,157.582582
-9459.913222,107,157.603449
-8231.587922,96,157.621993
-8983.980357,92,157.639623
-7731.604747,99,157.658599
-8664.634799,102,157.677972
-7876.037365,97,157.697654
-8145.37138,100,157.716587
-7129.603652,92,157.734186
-9079.415724,93,157.752103
-7244.061333,87,157.768702
-8324.260956,87,157.785113
-7680.266631,96,157.805257
-7739.19954,98,157.824297
-8542.753507,99,157.842976
-7969.615966,94,157.860713
-8122.790133,92,157.878779
-7450.40153,90,157.896839
-8054.401519,91,157.914959
-7132.921444,91,157.932365
-6368.04776,88,157.948989
-7068.380084,81,157.964395
-7007.182883,89,157.981195
-7226.538207,87,157.997569
-8531.257418,100,158.017807
-10299.879419,108,158.038007
-8488.332539,90,158.055281
-8842.331837,102,158.075089
-8488.827226,108,158.569785
-9377.541903,105,158.590272
-8100.619211,96,158.608737
-9315.064195,108,158.630379
-7586.036272,94,158.649121
-6552.00091,90,158.666152
-9094.762054,100,158.68516
-8159.416397,91,158.70295
-6982.503585,86,158.720119
-8173.890185,85,158.737561
-8601.598169,104,158.758027
-9980.327797,108,158.778145
-9960.281536,102,158.797371
-6848.335646,84,158.813232
-10260.748424,107,158.833695
-6423.277747,80,158.850162
-7310.10852,95,158.868581
-7349.53736,89,158.885074
-7259.398238,80,158.900255
-12091.177481,110,158.921448
-9478.078267,111,158.942334
-8146.799125,99,158.990264
-6328.859656,82,159.006228
-6794.685856,91,159.023326
-7054.130594,89,159.039954
-10221.023675,99,159.06049
-8088.637207,90,159.078572
-8233.498217,96,159.097097
-7851.547126,92,159.114688
-7432.279785,91,159.132191
-7471.854859,94,159.149895
-8835.926735,94,159.178694
-7114.419335,86,159.21827
-7644.150314,96,159.247013
-8012.242687,95,159.266035
-8009.619708,93,159.284207
-6529.981458,85,159.300467
-7504.002591,96,159.318769
-7674.543228,90,159.335876
-8443.790859,97,159.354377
-8990.50326,104,159.374914
-7100.283397,88,159.392018
-8410.329302,98,159.410387
-6745.963623,88,159.864132
-8874.30228,94,159.882543
-10199.566874,106,159.904199
-6391.354422,95,159.922218
-9670.766262,111,159.942896
-7516.989507,97,159.960991
-7882.368636,81,159.976553
-6933.537077,92,159.993773
-7923.581265,92,160.012655
-8369.258545,96,160.031121
-10147.865275,118,160.054045
-8743.205535,99,160.073159
-8673.544247,100,160.092401
-10843.378319,101,160.112656
-8759.829977,101,160.132388
-7876.173148,104,160.15187
-7556.231225,91,160.169063
-7542.693995,88,160.1858
-8996.806429,104,160.205504
-8810.326943,108,160.227133
-8889.528106,105,160.247504
-9088.218248,110,160.268341
-8169.591575,99,160.287033
-9148.4839,108,160.307289
-8056.816405,94,160.326107
-7169.702915,86,160.342641
-7096.022112,91,160.359722
-6560.834853,84,160.375402
-7056.772176,86,160.39174
-7979.132439,94,160.409554
-7733.331284,101,160.429523
-7471.943468,96,160.447737
-6597.646127,92,160.465094
-9989.201266,106,160.485553
-6830.286248,84,160.501692
-6829.849673,84,160.517791
-9347.255052,100,160.537716
-9953.98549,107,160.558249
-6544.175509,86,160.574621
-8491.75491,101,160.594079
-8528.042863,96,160.612194
-6862.417257,96,160.630341
-7389.039975,89,160.64826
-10087.795408,103,161.096394
-7933.25961,97,161.115035
-8574.32294,96,161.133518
-8080.01234,94,161.151535
-7509.1991,92,161.170164
-7192.124326,100,161.189744
-8459.090435,99,161.208752
-8982.618003,101,161.227797
-8380.895073,98,161.246789
-7383.044647,81,161.262063
-6903.888374,92,161.28073
-8024.165212,102,161.300106
-10893.830563,111,161.320893
-7325.204986,94,161.338683
-7674.376473,90,161.355511
